"","Lon","Lat","Timestamp","y"
"399",-82.5844,35.6062,2020-01-24 01:00:00,3
"400",-82.5844,35.6062,2020-01-24 02:00:00,5.9
"401",-82.5844,35.6062,2020-01-24 03:00:00,2
"402",-82.5844,35.6062,2020-01-24 04:00:00,2.9
"403",-82.5844,35.6062,2020-01-24 05:00:00,3.9
"404",-82.5844,35.6062,2020-01-24 06:00:00,1
"405",-82.5844,35.6062,2020-01-24 07:00:00,1
"406",-82.5844,35.6062,2020-01-24 08:00:00,1.9
"407",-82.5844,35.6062,2020-01-24 09:00:00,2.4
"408",-82.5844,35.6062,2020-01-24 11:00:00,0.9
"409",-82.5844,35.6062,2020-01-24 17:00:00,1.9
"410",-82.5844,35.6062,2020-01-24 19:00:00,1.9
"411",-82.5844,35.6062,2020-01-24 21:00:00,3.9
"412",-82.5844,35.6062,2020-01-24 22:00:00,3
"413",-82.5844,35.6062,2020-01-25 00:00:00,4.9
"414",-82.5844,35.6062,2020-01-25 01:00:00,4
"415",-82.5844,35.6062,2020-01-25 06:00:00,2.9
"416",-82.5844,35.6062,2020-01-25 15:00:00,4.9
"417",-82.5844,35.6062,2020-01-25 18:00:00,0.3
"418",-82.5844,35.6062,2020-01-25 19:00:00,0.9
"419",-82.5844,35.6062,2020-01-25 20:00:00,1
"420",-82.5844,35.6062,2020-01-25 22:00:00,3.6
"421",-82.5844,35.6062,2020-01-25 23:00:00,3
"422",-82.5844,35.6062,2020-01-26 00:00:00,2
"423",-82.5844,35.6062,2020-01-26 01:00:00,2.9
"424",-82.5844,35.6062,2020-01-26 02:00:00,2
"425",-82.5844,35.6062,2020-01-26 04:00:00,1.9
"426",-82.5844,35.6062,2020-01-26 05:00:00,1
"427",-82.5844,35.6062,2020-01-26 06:00:00,0.9
"428",-82.5844,35.6062,2020-01-26 07:00:00,1
"429",-82.5844,35.6062,2020-01-26 11:00:00,2.1
"430",-82.5844,35.6062,2020-01-26 12:00:00,2
"431",-82.5844,35.6062,2020-01-26 14:00:00,2.9
"432",-82.5844,35.6062,2020-01-26 16:00:00,0.9
"433",-82.5844,35.6062,2020-01-26 17:00:00,1
"434",-82.5844,35.6062,2020-01-26 20:00:00,0.9
"435",-82.5844,35.6062,2020-01-26 21:00:00,1.9
"436",-82.5844,35.6062,2020-01-26 23:00:00,3.9
"437",-82.5844,35.6062,2020-01-27 00:00:00,3
"438",-82.5844,35.6062,2020-01-27 02:00:00,5
"439",-82.5844,35.6062,2020-01-27 03:00:00,5.9
"440",-82.5844,35.6062,2020-01-27 04:00:00,6
"441",-82.5844,35.6062,2020-01-27 05:00:00,2.1
"442",-82.5844,35.6062,2020-01-27 06:00:00,2.9
"443",-82.5844,35.6062,2020-01-27 07:00:00,3.9
"444",-82.5844,35.6062,2020-01-27 08:00:00,4.3
"445",-82.5844,35.6062,2020-01-27 09:00:00,5.9
"446",-82.5844,35.6062,2020-01-27 10:00:00,3
"447",-82.5844,35.6062,2020-01-27 11:00:00,3
"448",-82.5844,35.6062,2020-01-27 12:00:00,5.9
"449",-82.5844,35.6062,2020-01-27 13:00:00,1
"450",-82.5844,35.6062,2020-01-27 16:00:00,2.9
"451",-82.5844,35.6062,2020-01-27 17:00:00,3
"452",-82.5844,35.6062,2020-01-27 19:00:00,2.9
"453",-82.5844,35.6062,2020-01-27 22:00:00,2.8
"454",-82.5844,35.6062,2020-01-27 23:00:00,4.9
"455",-82.5844,35.6062,2020-01-28 00:00:00,2.8
"456",-82.5844,35.6062,2020-01-28 01:00:00,4.9
"457",-82.5844,35.6062,2020-01-28 03:00:00,2.9
"458",-82.5844,35.6062,2020-01-28 04:00:00,3.9
"459",-82.5844,35.6062,2020-01-28 05:00:00,4
"460",-82.5844,35.6062,2020-01-28 06:00:00,3
"461",-82.5844,35.6062,2020-01-28 07:00:00,3
